x,y
26.0,0.8
27.0,1.9
28.0,0.4
37.0,1.2
38.0,2.2
39.0,5.6
40.0,0.8
41.0,0.6
42.0,0.2
43.0,0.2
44.0,0.2
49.0,1.0
50.0,7.6
51.0,11.7
52.0,8.4
53.0,0.4
54.0,0.7
56.0,0.1
60.0,0.1
61.0,1.5
62.0,2.9
63.0,6.6
64.0,3.3
65.0,4.8
66.0,0.7
73.0,0.4
74.0,1.7
75.0,3.4
76.0,5.6
77.0,16.2
78.0,20.4
79.0,3.8
80.0,0.4
85.0,0.3
86.0,0.5
87.0,0.6
88.0,0.7
89.0,2.2
90.0,2.1
91.0,16.5
92.0,1.3
99.0,0.2
102.0,1.5
103.0,2.0
104.0,53.3
105.0,20.1
106.0,2.1
107.0,0.2
131.0,0.2
132.0,56.6
133.0,99.99
134.0,9.1
135.0,0.6
