x,y
14.0,0.2
15.0,0.6
25.0,0.2
26.0,3.09
27.0,23.49
28.0,2.89
29.0,10.79
30.0,0.2
35.0,0.4
36.0,1.19
37.0,0.6
38.0,1.09
39.0,9.29
40.0,0.7
41.0,9.49
42.0,1.99
43.0,0.1
47.0,0.2
48.0,0.3
49.0,5.39
50.0,1.29
51.0,1.79
52.0,0.4
53.0,4.49
54.0,10.89
55.0,99.99
56.0,4.89
57.0,0.1
60.0,0.2
61.0,0.99
62.0,7.39
63.0,20.99
64.0,2.69
65.0,6.09
66.0,0.1
73.0,0.3
75.0,8.89
76.0,0.7
77.0,3.99
78.0,0.2
79.0,0.4
83.0,0.3
85.0,0.2
88.0,0.1
89.0,0.9
90.0,29.59
91.0,5.49
92.0,9.69
93.0,1.79
94.0,0.1
111.0,0.2
113.0,0.1
126.0,0.1
