x,y
15.0,2.74
17.0,0.25
18.0,1.1
27.0,20.12
29.0,10.11
30.0,1.41
39.0,7.34
41.0,19.85
42.0,11.48
43.0,4.91
44.0,1.25
45.0,0.15
51.0,0.44
52.0,0.43
53.0,2.46
54.0,0.15
55.0,48.13
56.0,7.16
57.0,21.07
58.0,99.99
59.0,3.74
65.0,0.34
66.0,0.18
67.0,0.82
68.0,0.5
69.0,1.79
70.0,0.74
71.0,0.18
72.0,21.3
73.0,0.86
77.0,0.28
79.0,0.57
80.0,0.21
81.0,0.63
82.0,0.89
83.0,0.91
84.0,0.84
85.0,0.21
95.0,0.18
97.0,21.35
98.0,2.5
99.0,0.16
110.0,0.49
112.0,99.17
113.0,7.4
114.0,5.96
115.0,0.54
126.0,3.89
127.0,0.51
128.0,0.17
168.0,3.05
169.0,0.32
