x,y
14.0,0.4
15.0,11.19
16.0,0.1
17.0,0.1
18.0,0.3
26.0,1.19
27.0,12.29
28.0,5.09
29.0,18.29
30.0,1.39
31.0,17.29
32.0,11.89
33.0,0.6
37.0,0.1
38.0,0.5
39.0,6.49
40.0,0.9
41.0,19.69
42.0,3.39
43.0,21.79
44.0,1.39
45.0,5.49
46.0,0.3
47.0,0.9
50.0,0.5
51.0,0.7
52.0,0.3
53.0,2.19
54.0,0.8
55.0,60.49
56.0,5.49
57.0,28.99
58.0,2.39
59.0,20.29
60.0,0.7
61.0,2.29
62.0,0.1
65.0,0.3
66.0,0.1
67.0,3.59
68.0,0.5
69.0,2.29
70.0,0.2
71.0,2.69
72.0,0.6
73.0,2.19
74.0,52.19
75.0,3.09
76.0,0.3
79.0,0.1
81.0,0.4
82.0,0.9
83.0,3.69
84.0,0.7
85.0,21.29
86.0,1.19
87.0,16.19
88.0,3.29
89.0,0.5
91.0,0.1
94.0,0.2
96.0,0.1
97.0,0.99
98.0,0.1
99.0,0.99
100.0,0.1
101.0,99.99
102.0,6.29
103.0,0.6
104.0,0.1
105.0,29.99
106.0,1.39
107.0,0.2
113.0,0.1
114.0,0.1
115.0,1.79
116.0,0.3
117.0,0.3
128.0,0.1
129.0,1.09
130.0,12.79
131.0,32.99
132.0,2.69
133.0,0.2
