x,y
14.0,0.93
27.0,8.24
28.0,4.27
29.0,6.66
32.0,1.28
39.0,13.33
40.0,1.98
41.0,14.59
42.0,1.28
43.0,36.2
44.0,1.54
50.0,2.33
51.0,7.33
52.0,1.91
53.0,1.97
54.0,1.54
55.0,6.41
56.0,0.84
62.0,1.18
63.0,5.07
65.0,21.97
66.0,1.37
69.0,0.8
70.0,6.22
71.0,15.53
72.0,0.88
74.0,0.81
75.0,0.76
76.0,1.16
77.0,6.92
78.0,4.28
79.0,1.91
89.0,4.4
91.0,82.5
92.0,99.99
93.0,8.13
102.0,0.98
103.0,2.34
104.0,2.46
105.0,2.12
115.0,5.58
116.0,1.63
117.0,4.83
118.0,1.33
119.0,1.03
128.0,0.71
162.0,19.14
163.0,2.54
