x,y
14.0,0.67
15.0,4.24
18.0,0.24
26.0,0.51
27.0,2.48
28.0,3.63
29.0,1.62
30.0,0.28
31.0,0.89
32.0,0.71
38.0,1.34
39.0,7.29
40.0,0.65
41.0,1.63
42.0,0.85
43.0,0.99
44.0,0.28
45.0,6.16
46.0,0.31
50.0,2.83
51.0,8.58
52.0,3.43
53.0,4.68
54.0,0.58
55.0,3.92
57.0,0.34
59.0,0.38
60.0,0.3
61.0,0.44
62.0,1.42
63.0,3.67
64.0,1.67
65.0,7.58
66.0,1.5
67.0,1.1
68.0,0.26
69.0,0.58
73.0,0.3
74.0,0.71
75.0,0.92
76.0,1.71
77.0,14.53
78.0,7.87
79.0,8.4
80.0,1.49
81.0,0.75
82.0,0.76
84.0,0.25
87.0,0.24
89.0,3.04
90.0,2.73
91.0,11.14
92.0,1.94
93.0,2.02
94.0,0.84
95.0,1.1
96.0,0.42
97.0,0.51
102.0,0.76
103.0,3.23
104.0,1.04
105.0,5.64
106.0,4.4
107.0,12.38
108.0,4.04
109.0,0.85
117.0,0.35
118.0,1.16
119.0,2.52
120.0,1.45
121.0,7.06
122.0,1.6
123.0,0.46
124.0,0.28
125.0,0.67
131.0,0.27
132.0,0.19
133.0,0.7
134.0,1.33
135.0,3.89
136.0,1.18
137.0,1.31
138.0,0.58
139.0,0.52
147.0,0.21
149.0,8.99
151.0,99.99
152.0,10.13
153.0,1.41
163.0,0.28
164.0,2.04
165.0,1.72
166.0,0.29
167.0,0.59
179.0,0.26
193.0,0.25
194.0,0.26
195.0,1.1
210.0,29.95
211.0,3.73
212.0,0.51
