x,y
41.0,9.46
42.0,0.14
43.0,7.23
44.0,0.46
45.0,0.16
47.0,0.93
48.0,0.32
49.0,0.39
50.0,0.21
51.0,0.29
52.0,0.48
53.0,0.74
54.0,0.06
55.0,2.36
56.0,0.42
57.0,0.92
60.0,0.05
63.0,1.21
64.0,0.62
65.0,6.31
66.0,0.51
67.0,0.26
69.0,0.45
70.0,0.18
71.0,0.42
75.0,0.24
76.0,0.63
77.0,6.77
78.0,3.3
79.0,1.16
80.0,0.1
81.0,0.2
82.0,0.05
83.0,0.08
84.0,0.2
86.0,0.13
88.0,0.31
89.0,8.71
90.0,17.73
91.0,16.2
92.0,1.22
93.0,0.21
95.0,0.21
97.0,0.22
98.0,0.06
101.0,0.34
102.0,0.84
103.0,3.5
104.0,2.19
105.0,0.77
106.0,1.01
107.0,0.05
109.0,0.05
113.0,0.05
114.0,0.46
115.0,2.09
116.0,2.94
117.0,1.45
118.0,1.99
119.0,0.18
121.0,0.06
126.0,0.05
127.0,0.42
128.0,0.64
129.0,0.51
130.0,1.11
131.0,0.72
132.0,0.05
133.0,0.46
139.0,0.36
140.0,0.28
141.0,0.6
142.0,0.28
148.0,0.45
149.0,0.55
151.0,0.43
152.0,1.03
153.0,0.46
155.0,39.67
158.0,0.81
160.0,0.27
161.0,0.11
162.0,1.42
163.0,0.12
164.0,0.29
165.0,3.4
166.0,1.03
167.0,0.84
168.0,0.31
177.0,4.33
178.0,1.04
179.0,0.75
180.0,0.66
181.0,0.29
189.0,0.1
190.0,0.89
191.0,1.75
192.0,2.44
193.0,4.62
194.0,4.09
195.0,0.87
196.0,0.67
198.0,2.18
202.0,0.1
203.0,0.35
204.0,0.85
205.0,0.61
206.0,0.65
207.0,0.33
208.0,0.28
216.0,0.26
217.0,0.52
218.0,0.79
219.0,5.69
220.0,1.2
221.0,0.46
222.0,0.16
228.0,0.05
229.0,0.12
230.0,0.06
231.0,0.52
232.0,0.45
233.0,0.25
235.0,0.29
236.0,0.32
237.0,0.37
238.0,0.35
239.0,0.22
265.0,0.15
266.0,0.21
267.0,0.26
268.0,0.23
280.0,0.19
281.0,0.28
282.0,0.34
283.0,0.26
284.0,0.05
293.0,0.15
294.0,0.15
295.0,0.55
296.0,0.33
297.0,0.62
298.0,0.11
299.0,0.11
307.0,0.33
308.0,0.39
309.0,1.7
310.0,2.33
311.0,27.07
312.0,6.44
313.0,0.81
323.0,1.7
324.0,0.75
325.0,0.25
337.0,0.37
339.0,0.24
349.0,0.05
351.0,0.29
353.0,38.53
354.0,10.88
355.0,1.57
356.0,0.05
367.0,9.16
368.0,2.74
369.0,0.41
381.0,0.23
393.0,0.06
394.0,0.05
395.0,1.69
396.0,99.99
397.0,30.76
398.0,4.83
399.0,0.5
