x,y
12.0,0.67
13.0,0.91
14.0,3.69
15.0,29.62
16.0,0.87
17.0,2.18
18.0,3.85
19.0,1.4
25.0,0.66
26.0,5.74
27.0,16.16
28.0,4.97
29.0,22.8
30.0,3.15
31.0,10.44
33.0,2.17
36.0,0.48
37.0,4.98
38.0,12.52
39.0,55.46
40.0,6.76
41.0,4.92
42.0,2.39
43.0,3.85
44.0,0.48
45.0,0.63
46.0,0.48
47.0,3.11
49.0,2.18
50.0,15.98
51.0,30.59
52.0,14.03
53.0,25.62
54.0,5.68
55.0,12.05
56.0,0.65
61.0,2.85
62.0,6.93
63.0,18.5
64.0,11.17
65.0,99.99
66.0,15.1
67.0,4.13
68.0,2.9
69.0,1.38
71.0,0.65
73.0,0.86
74.0,3.55
75.0,2.44
76.0,4.86
77.0,20.01
78.0,29.49
79.0,29.81
80.0,22.31
81.0,13.4
82.0,4.0
83.0,0.7
89.0,1.08
90.0,11.73
91.0,4.22
92.0,8.66
93.0,34.79
94.0,7.89
95.0,2.44
96.0,0.36
105.0,26.04
106.0,41.27
107.0,55.14
108.0,24.2
109.0,8.15
110.0,6.01
111.0,0.87
118.0,8.13
119.0,2.18
120.0,2.92
121.0,2.35
122.0,4.36
123.0,4.58
124.0,2.39
125.0,1.14
133.0,0.73
135.0,55.6
136.0,79.58
137.0,20.48
138.0,7.29
139.0,1.06
151.0,0.65
152.0,2.64
154.0,31.21
155.0,2.82
156.0,0.51
