x,y
44.0,3.0
45.0,2.0
46.0,1.0
50.0,12.0
51.0,27.0
52.0,3.0
53.0,1.0
54.0,1.0
55.0,1.0
58.0,3.0
62.0,2.0
63.0,8.0
64.0,4.0
65.0,5.0
66.0,1.0
69.0,1.0
70.0,1.0
71.0,2.0
73.0,1.0
74.0,3.0
75.0,5.0
76.0,6.0
77.0,54.0
78.0,4.0
79.0,1.0
91.0,2.0
92.0,2.0
93.0,1.0
94.0,2.0
108.0,9.0
109.0,2.0
113.0,1.0
114.0,1.0
115.0,17.0
116.0,2.0
127.0,1.0
128.0,2.0
129.0,4.0
130.0,1.0
139.0,4.0
140.0,2.0
141.0,18.0
142.0,3.0
156.0,1.0
157.0,1.0
168.0,5.0
169.0,3.0
185.0,20.0
186.0,3.0
187.0,1.0
199.0,7.0
200.0,1.0
215.0,99.99
216.0,15.0
217.0,2.0
