x,y
15.0,1.5
26.0,0.4
27.0,1.8
29.0,0.9
30.0,0.1
31.0,0.3
37.0,0.3
38.0,1.2
39.0,6.4
40.0,1.0
41.0,2.2
42.0,0.3
43.0,1.8
44.0,0.1
45.0,0.5
46.0,0.3
49.0,0.3
50.0,3.5
51.0,8.4
52.0,3.4
53.0,5.6
54.0,0.6
55.0,16.5
56.0,0.6
57.0,0.2
58.0,0.1
59.0,0.3
60.0,0.3
61.0,0.6
62.0,2.2
63.0,5.5
64.0,1.6
65.0,8.8
66.0,2.7
67.0,1.0
68.0,0.3
69.0,0.6
71.0,0.1
73.0,0.2
74.0,1.5
75.0,1.6
76.0,1.5
77.0,27.2
78.0,6.9
79.0,6.2
80.0,0.6
81.0,2.0
82.0,1.2
85.0,0.2
86.0,0.4
87.0,0.5
88.0,0.2
89.0,3.0
90.0,1.0
91.0,24.3
92.0,3.0
93.0,4.9
94.0,2.0
95.0,0.7
96.0,0.1
97.0,0.1
98.0,0.2
99.0,0.1
101.0,0.5
102.0,2.6
103.0,27.6
104.0,14.3
105.0,7.3
106.0,1.0
107.0,4.3
108.0,0.6
109.0,1.2
110.0,0.2
113.0,0.1
114.0,0.1
115.0,2.4
116.0,0.6
117.0,0.8
118.0,1.1
119.0,2.1
120.0,1.3
121.0,15.9
122.0,2.5
123.0,0.3
124.0,0.3
129.0,0.1
130.0,0.3
131.0,24.3
132.0,5.9
133.0,15.8
134.0,1.9
135.0,1.1
136.0,0.2
137.0,5.8
138.0,0.5
145.0,0.2
146.0,0.2
147.0,4.0
148.0,1.1
149.0,35.5
150.0,3.6
151.0,0.3
161.0,0.1
162.0,0.3
163.0,4.1
164.0,99.99
165.0,11.6
166.0,1.0
167.0,0.1
