x,y
16.0,0.1
17.0,0.2
18.0,0.7
26.0,0.3
27.0,1.29
28.0,1.89
29.0,0.4
30.0,0.7
31.0,0.1
36.0,0.5
37.0,0.3
38.0,0.7
39.0,2.29
40.0,0.4
41.0,0.9
42.0,0.2
43.0,0.8
44.0,5.39
45.0,1.29
49.0,0.2
50.0,2.19
51.0,9.39
52.0,2.19
53.0,2.69
54.0,0.3
55.0,1.59
56.0,0.1
57.0,0.2
58.0,0.1
61.0,0.2
62.0,0.6
63.0,1.19
64.0,0.6
65.0,1.49
66.0,1.39
67.0,0.8
68.0,0.2
69.0,0.3
71.0,0.1
73.0,0.1
74.0,0.5
75.0,0.5
76.0,0.9
77.0,10.99
78.0,3.69
79.0,0.8
80.0,0.3
81.0,0.5
82.0,0.1
83.0,0.1
86.0,0.1
87.0,0.1
90.0,0.3
91.0,0.2
92.0,0.2
93.0,0.4
94.0,2.49
95.0,0.6
96.0,0.1
97.0,0.1
104.0,0.1
105.0,7.69
106.0,20.09
107.0,2.09
108.0,0.3
109.0,0.6
110.0,0.1
118.0,0.2
119.0,0.1
120.0,0.1
121.0,1.19
122.0,0.8
123.0,0.3
125.0,0.1
133.0,0.1
134.0,0.2
135.0,3.39
136.0,0.7
137.0,0.1
146.0,0.5
149.0,0.4
150.0,0.1
151.0,0.1
152.0,99.99
153.0,8.49
154.0,0.99
164.0,0.1
166.0,0.1
167.0,0.3
168.0,0.1
179.0,0.1
181.0,0.4
197.0,36.79
198.0,3.49
199.0,0.5
