x,y
26.0,0.92
27.0,4.43
28.0,1.78
29.0,0.62
32.0,0.16
38.0,0.44
39.0,5.84
40.0,0.61
41.0,1.2
42.0,0.55
50.0,2.27
51.0,7.28
52.0,1.43
53.0,0.82
55.0,2.73
62.0,1.8
63.0,6.96
64.0,1.15
65.0,6.59
66.0,0.68
67.0,0.28
68.0,0.22
69.0,2.27
74.0,1.95
75.0,2.82
76.0,3.48
77.0,10.71
78.0,2.53
79.0,0.44
81.0,2.21
82.0,8.87
83.0,5.29
86.0,0.97
87.0,1.95
88.0,2.96
89.0,7.37
90.0,0.56
91.0,44.69
92.0,3.71
94.0,2.62
95.0,14.28
96.0,6.3
98.0,0.32
99.0,0.3
100.0,0.55
101.0,3.85
102.0,3.54
103.0,5.44
104.0,1.2
105.0,2.41
108.0,0.15
109.0,0.8
110.0,1.36
111.0,0.09
113.0,2.21
114.0,2.13
115.0,26.49
116.0,4.17
117.0,1.54
118.0,0.16
126.0,1.58
127.0,4.69
128.0,29.49
129.0,17.27
130.0,1.64
131.0,1.15
137.0,0.34
138.0,0.09
139.0,4.55
140.0,0.32
141.0,8.17
142.0,4.66
143.0,7.48
144.0,1.1
150.0,1.09
151.0,1.58
152.0,5.9
153.0,1.77
154.0,0.81
157.0,0.39
162.0,0.35
163.0,3.94
164.0,2.76
165.0,25.57
166.0,3.16
167.0,0.69
169.0,1.33
171.0,1.95
176.0,2.24
177.0,0.77
178.0,7.83
179.0,3.68
180.0,0.87
187.0,1.35
188.0,1.02
189.0,19.12
190.0,8.06
191.0,37.32
192.0,11.17
193.0,1.8
200.0,0.26
201.0,0.66
202.0,4.0
203.0,7.48
204.0,4.69
205.0,23.03
206.0,99.99
207.0,15.09
208.0,1.23
215.0,0.85
217.0,0.08
218.0,0.44
219.0,20.38
220.0,11.17
221.0,1.72
233.0,0.28
247.0,1.46
248.0,11.05
249.0,2.04
