x,y
43.0,12.78
51.0,0.89
53.0,5.39
55.0,22.75
57.0,1.42
65.0,3.56
66.0,0.98
67.0,7.17
69.0,5.25
71.0,1.25
75.0,1.16
77.0,7.08
78.0,3.12
79.0,10.24
81.0,8.33
83.0,1.91
91.0,11.89
92.0,1.2
93.0,7.03
95.0,7.52
97.0,3.92
103.0,0.89
105.0,7.75
106.0,0.98
107.0,7.35
109.0,5.7
111.0,1.65
115.0,1.16
117.0,2.23
119.0,4.5
121.0,8.01
122.0,2.54
123.0,6.72
124.0,3.03
128.0,1.34
129.0,1.87
131.0,2.32
133.0,3.61
135.0,2.8
137.0,1.65
143.0,2.23
145.0,7.3
146.0,1.65
147.0,4.81
148.0,1.25
149.0,1.42
157.0,1.29
159.0,2.31
161.0,4.85
162.0,1.16
163.0,2.05
169.0,1.29
171.0,0.98
173.0,1.83
175.0,2.05
187.0,1.16
189.0,1.47
213.0,1.2
227.0,9.93
239.0,1.02
269.0,6.05
286.0,0.98
297.0,99.99
315.0,37.26
316.0,8.15
328.0,1.83
