x,y
13.0,0.2
14.0,0.99
15.0,7.79
16.0,0.2
17.0,0.9
18.0,4.59
19.0,1.69
25.0,0.3
26.0,2.99
27.0,20.39
28.0,9.99
29.0,33.39
30.0,3.19
31.0,72.69
32.0,6.49
33.0,1.39
36.0,0.1
37.0,0.7
38.0,0.99
39.0,6.99
40.0,2.69
41.0,10.19
42.0,6.49
43.0,27.69
44.0,9.19
45.0,83.39
46.0,3.19
47.0,5.09
48.0,0.1
49.0,3.59
50.0,0.6
51.0,0.3
52.0,0.1
53.0,0.6
54.0,0.3
55.0,4.49
56.0,2.39
57.0,66.19
58.0,22.69
59.0,2.29
60.0,5.59
61.0,10.69
62.0,0.3
63.0,0.1
65.0,0.1
68.0,0.3
69.0,1.89
70.0,4.59
71.0,1.59
72.0,0.4
73.0,1.89
74.0,1.19
75.0,99.99
76.0,4.79
77.0,0.7
84.0,0.1
85.0,0.1
86.0,0.2
87.0,0.8
88.0,1.19
89.0,0.2
91.0,0.1
105.0,0.1
