x,y
15.0,0.7
26.0,0.2
27.0,0.6
29.0,0.4
31.0,0.1
37.0,0.2
38.0,0.8
39.0,2.5
40.0,0.1
41.0,1.9
42.0,0.2
43.0,0.3
45.0,0.1
49.0,0.2
50.0,4.0
51.0,13.7
52.0,5.7
53.0,4.6
54.0,0.6
55.0,1.9
56.0,0.1
57.0,0.2
59.0,0.3
61.0,0.4
62.0,1.8
63.0,4.4
64.0,1.9
65.0,3.9
66.0,1.0
67.0,0.8
68.0,0.2
69.0,4.5
71.0,0.1
73.0,0.1
74.0,1.6
75.0,1.7
76.0,2.3
77.0,31.1
78.0,3.2
79.0,4.1
80.0,3.9
81.0,0.4
82.0,0.1
83.0,0.1
84.0,0.2
85.0,0.1
86.0,0.5
87.0,0.7
88.0,0.4
89.0,1.1
90.0,0.4
91.0,0.7
92.0,0.9
93.0,1.5
94.0,0.5
95.0,8.2
96.0,0.5
97.0,0.1
98.0,0.4
99.0,0.3
100.0,4.1
101.0,0.5
102.0,1.4
103.0,0.6
104.0,0.4
105.0,16.1
106.0,1.5
107.0,2.9
108.0,10.8
109.0,0.8
110.0,0.2
111.0,0.2
112.0,0.1
113.0,0.7
114.0,1.0
115.0,2.7
116.0,0.3
117.0,0.1
118.0,0.1
119.0,0.3
120.0,0.6
121.0,0.5
122.0,3.0
123.0,0.8
124.0,0.1
125.0,0.1
126.0,0.8
127.0,2.6
128.0,5.5
129.0,1.9
130.0,0.2
131.0,0.1
134.0,0.3
135.0,0.2
136.0,0.6
137.0,0.3
138.0,0.4
139.0,2.9
140.0,0.6
141.0,0.7
142.0,0.2
143.0,0.1
149.0,0.2
150.0,3.9
151.0,99.99
152.0,9.4
153.0,1.1
154.0,0.1
155.0,0.5
156.0,0.4
157.0,1.1
158.0,0.2
166.0,0.2
167.0,0.6
168.0,0.9
169.0,0.3
170.0,0.1
171.0,0.3
172.0,0.1
179.0,0.1
180.0,0.1
181.0,0.2
182.0,0.5
183.0,0.4
184.0,2.9
185.0,2.2
186.0,0.3
194.0,0.1
195.0,0.4
196.0,0.3
197.0,1.1
198.0,0.2
199.0,0.3
200.0,0.2
209.0,0.1
210.0,0.3
211.0,2.6
212.0,1.2
213.0,0.9
214.0,0.1
225.0,0.1
227.0,91.89
228.0,63.19
229.0,9.2
230.0,1.0
231.0,0.1
