x,y
24.0,0.02
25.0,0.17
26.0,3.46
27.0,21.19
28.0,3.37
29.0,24.95
30.0,0.55
32.0,0.21
33.0,0.12
34.0,0.17
35.0,0.1
36.0,0.03
37.0,0.75
38.0,2.1
39.0,16.83
40.0,1.17
41.0,13.99
42.0,0.86
43.0,0.55
44.0,0.13
45.0,17.85
46.0,1.3
47.0,1.78
48.0,0.1
49.0,0.35
50.0,4.6
51.0,11.77
52.0,1.31
53.0,1.21
54.0,0.22
55.0,2.91
56.0,0.77
57.0,6.53
58.0,1.88
59.0,2.15
60.0,0.44
61.0,0.47
62.0,0.73
63.0,2.03
64.0,0.41
65.0,11.3
66.0,6.02
67.0,0.35
68.0,0.1
69.0,6.16
70.0,0.53
71.0,1.1
72.0,0.11
73.0,0.45
74.0,1.1
75.0,0.98
76.0,0.79
77.0,9.65
78.0,2.42
79.0,2.18
80.0,0.17
81.0,0.17
82.0,1.58
83.0,0.92
84.0,2.34
85.0,0.28
86.0,0.13
87.0,0.11
88.0,0.06
89.0,0.37
90.0,0.14
91.0,2.66
92.0,0.25
93.0,0.22
94.0,0.04
95.0,0.19
96.0,0.04
97.0,0.39
98.0,0.03
99.0,0.02
101.0,0.02
102.0,0.08
103.0,0.45
104.0,0.38
105.0,0.52
106.0,0.19
107.0,0.19
108.0,2.19
109.0,16.48
110.0,99.99
111.0,8.22
112.0,4.66
113.0,0.32
114.0,0.03
115.0,0.18
116.0,0.11
117.0,0.29
118.0,0.05
119.0,0.03
121.0,0.77
122.0,0.22
123.0,28.36
124.0,3.23
125.0,1.41
126.0,0.14
127.0,0.02
128.0,0.03
129.0,0.02
131.0,0.04
132.0,0.04
133.0,0.05
134.0,0.3
135.0,1.05
136.0,0.21
137.0,2.78
138.0,0.29
139.0,0.14
147.0,0.07
149.0,0.07
151.0,0.11
152.0,0.04
164.0,0.03
165.0,0.25
166.0,47.92
167.0,5.63
168.0,2.3
169.0,0.24
