x,y
12.0,0.1
13.0,0.3
14.0,1.49
15.0,3.99
16.0,0.1
18.0,0.1
24.0,0.1
25.0,0.8
26.0,10.89
27.0,60.99
28.0,28.49
29.0,80.09
30.0,2.09
31.0,0.99
32.0,0.5
34.0,0.1
35.0,1.69
36.0,7.79
37.0,2.39
38.0,4.59
39.0,30.49
40.0,4.29
41.0,80.19
42.0,29.59
43.0,25.09
44.0,0.9
45.0,3.19
46.0,0.2
47.0,0.3
48.0,0.3
49.0,1.89
50.0,3.39
51.0,3.09
52.0,0.99
53.0,3.49
54.0,1.39
55.0,43.89
56.0,17.99
57.0,93.79
58.0,4.49
59.0,0.6
60.0,0.4
61.0,0.1
62.0,0.2
63.0,5.79
64.0,0.3
65.0,1.99
66.0,0.1
67.0,0.7
68.0,0.3
69.0,0.8
70.0,0.2
71.0,0.3
72.0,0.1
73.0,0.3
74.0,0.1
75.0,0.4
76.0,0.2
77.0,1.09
78.0,33.99
79.0,2.89
80.0,11.29
81.0,0.99
82.0,0.2
83.0,1.19
84.0,12.19
85.0,99.99
86.0,5.99
87.0,1.39
88.0,0.1
91.0,10.49
92.0,4.39
93.0,3.69
94.0,1.59
95.0,0.1
96.0,0.1
97.0,0.1
98.0,0.3
101.0,0.2
102.0,0.1
103.0,0.2
105.0,0.6
107.0,0.2
120.0,0.2
121.0,0.1
122.0,0.1
