x,y
12.0,0.99
13.0,0.99
14.0,3.19
15.0,11.49
16.0,1.19
17.0,1.69
18.0,6.79
19.0,0.2
24.0,0.6
25.0,2.59
26.0,18.69
27.0,32.39
28.0,91.59
29.0,23.59
30.0,33.89
31.0,14.69
32.0,0.4
33.0,0.1
34.0,0.5
36.0,0.4
37.0,1.59
38.0,3.49
39.0,6.19
40.0,7.59
41.0,15.29
42.0,43.29
43.0,99.99
44.0,81.99
45.0,3.69
46.0,5.79
47.0,0.3
49.0,0.1
50.0,0.8
51.0,2.99
52.0,6.59
53.0,5.89
54.0,14.69
55.0,16.39
56.0,58.29
57.0,63.49
58.0,2.29
59.0,0.1
60.0,0.1
63.0,0.1
64.0,0.4
65.0,0.5
66.0,0.3
67.0,1.19
68.0,0.5
69.0,0.5
70.0,1.29
71.0,2.89
72.0,3.29
73.0,5.99
74.0,94.59
75.0,5.09
76.0,0.4
77.0,0.2
78.0,0.1
79.0,0.2
80.0,0.1
81.0,0.2
82.0,0.2
83.0,2.19
84.0,0.4
85.0,0.4
86.0,0.1
88.0,0.6
89.0,1.99
90.0,0.1
91.0,0.2
93.0,0.1
95.0,0.1
97.0,0.2
99.0,0.3
100.0,0.3
101.0,5.99
102.0,0.4
103.0,0.1
104.0,0.1
118.0,0.1
119.0,0.1
