x,y
15.0,4.39
18.0,0.4
25.0,0.64
26.0,8.2
27.0,18.85
28.0,5.76
29.0,1.54
32.0,0.23
36.0,0.36
37.0,5.51
38.0,10.36
39.0,24.86
40.0,4.16
41.0,4.52
42.0,0.76
43.0,0.63
44.0,0.85
45.0,1.4
47.0,0.09
48.0,0.27
49.0,2.93
50.0,19.85
51.0,27.86
52.0,35.74
53.0,9.63
54.0,1.85
55.0,2.59
56.0,0.23
60.0,0.17
61.0,1.17
62.0,1.93
63.0,5.32
64.0,1.18
65.0,5.8
66.0,5.89
67.0,0.84
68.0,0.44
69.0,0.19
73.0,0.82
74.0,2.54
75.0,1.0
76.0,0.17
77.0,16.83
78.0,0.17
79.0,99.99
80.0,36.32
81.0,2.56
82.0,0.14
92.0,0.19
93.0,0.7
95.0,0.3
105.0,0.22
108.0,63.29
109.0,4.53
110.0,0.34
152.0,4.29
153.0,0.47
