x,y
14.0,0.1
15.0,0.6
25.0,0.1
26.0,0.99
27.0,16.09
28.0,1.19
29.0,6.39
30.0,0.1
37.0,0.3
38.0,1.09
39.0,26.19
40.0,4.99
41.0,16.89
42.0,2.09
43.0,0.4
45.0,0.3
46.0,0.3
49.0,0.1
50.0,1.59
51.0,5.29
52.0,2.89
53.0,17.79
54.0,18.59
55.0,27.89
56.0,1.29
57.0,0.1
61.0,0.1
62.0,0.4
63.0,1.09
64.0,0.3
65.0,4.09
66.0,3.79
67.0,34.69
68.0,31.29
69.0,1.49
70.0,0.1
74.0,0.1
75.0,0.2
76.0,0.1
77.0,6.39
78.0,1.39
79.0,13.49
80.0,1.99
81.0,99.99
82.0,5.49
83.0,0.2
89.0,0.1
91.0,1.49
92.0,0.2
93.0,0.7
94.0,0.2
95.0,5.49
96.0,28.79
97.0,1.89
98.0,0.1
