x,y
40.0,16.52
41.0,45.05
42.0,83.89
44.0,99.99
45.0,66.8
46.0,5.13
50.0,0.52
52.0,1.04
53.0,1.04
54.0,4.14
55.0,27.91
56.0,33.66
58.0,17.55
59.0,24.8
60.0,10.82
61.0,2.59
64.0,3.11
67.0,1.04
68.0,1.04
69.0,3.11
71.0,62.14
73.0,12.38
74.0,16.0
75.0,7.72
76.0,1.04
77.0,1.04
79.0,0.52
80.0,0.52
82.0,2.59
83.0,1.55
84.0,4.14
86.0,17.55
87.0,19.63
88.0,7.2
89.0,9.27
91.0,0.52
96.0,1.04
99.0,4.66
102.0,1.55
103.0,4.66
104.0,31.59
105.0,1.55
106.0,0.52
108.0,0.52
110.0,1.04
111.0,0.52
114.0,67.83
115.0,8.23
116.0,0.52
117.0,4.14
119.0,0.52
122.0,1.04
124.0,1.04
126.0,0.52
128.0,1.55
132.0,12.89
133.0,0.52
144.0,0.52
145.0,0.52
160.0,6.16
161.0,0.52
