x,y
40.0,0.5
41.0,0.2
42.0,0.2
43.0,0.2
44.0,0.5
45.0,0.4
49.0,1.0
50.0,15.0
51.0,19.5
52.0,2.4
53.0,1.0
59.0,1.5
61.0,2.2
62.0,7.6
63.0,16.0
64.0,2.2
65.0,1.0
73.0,1.2
74.0,18.0
75.0,22.0
76.0,9.0
77.0,22.0
78.0,1.7
84.0,0.2
85.0,1.6
86.0,3.7
87.0,6.6
88.0,2.3
89.0,2.2
90.0,0.2
97.0,0.6
98.0,5.8
99.0,4.5
100.0,4.0
101.0,14.0
102.0,2.2
103.0,0.2
104.0,0.3
105.0,0.2
110.0,0.3
111.0,0.4
113.0,1.7
114.0,3.8
115.0,6.4
116.0,0.6
121.0,0.2
122.0,0.9
123.0,0.3
124.0,0.2
125.0,3.0
126.0,29.0
127.0,99.99
128.0,14.5
129.0,1.6
130.0,0.2
139.0,0.3
140.0,0.7
141.0,1.4
142.0,0.8
143.0,0.6
153.0,0.3
154.0,1.3
155.0,64.0
156.0,7.4
157.0,0.7
158.0,0.3
168.0,0.4
169.0,0.3
170.0,0.7
171.0,3.4
172.0,0.4
185.0,0.7
186.0,44.0
187.0,5.3
188.0,0.8
