x,y
41.0,2.39
42.0,10.02
43.0,4.36
44.0,0.18
45.0,22.41
46.0,0.08
47.0,2.55
48.0,0.3
49.0,6.03
50.0,27.36
51.0,58.3
52.0,30.87
53.0,21.23
54.0,4.16
55.0,6.74
56.0,1.5
57.0,1.62
58.0,0.24
59.0,0.31
60.0,0.65
61.0,1.57
62.0,3.92
63.0,13.41
64.0,6.24
65.0,59.06
66.0,4.89
67.0,3.57
68.0,1.02
69.0,1.48
70.0,0.68
71.0,0.85
72.0,0.13
73.0,2.18
74.0,2.73
75.0,2.85
76.0,3.91
77.0,26.94
78.0,28.66
79.0,29.38
80.0,8.39
81.0,1.31
82.0,0.63
83.0,0.78
84.0,1.99
85.0,0.52
86.0,1.19
87.0,0.12
88.0,0.33
89.0,0.14
90.0,0.35
91.0,0.37
92.0,99.99
93.0,9.22
94.0,1.02
95.0,1.32
96.0,0.69
97.0,0.74
98.0,0.62
99.0,0.17
100.0,0.15
101.0,0.08
102.0,0.44
104.0,23.13
105.0,72.63
106.0,70.8
107.0,15.81
108.0,3.82
109.0,0.59
110.0,0.12
111.0,0.52
113.0,0.06
114.0,0.06
116.0,0.13
117.0,0.08
118.0,0.06
119.0,0.1
120.0,0.36
121.0,0.16
122.0,0.86
123.0,2.13
124.0,0.78
125.0,0.18
126.0,0.11
127.0,0.08
130.0,0.13
132.0,3.65
133.0,38.49
134.0,9.2
135.0,1.52
136.0,0.31
148.0,0.1
149.0,0.19
150.0,0.57
151.0,69.2
152.0,19.47
153.0,1.86
154.0,0.19
