x,y
14.0,0.1
15.0,0.9
26.0,0.3
27.0,5.0
28.0,1.6
29.0,10.21
30.0,0.3
31.0,0.6
38.0,0.1
39.0,6.41
40.0,1.4
41.0,31.93
42.0,14.61
43.0,99.99
44.0,3.0
45.0,0.7
50.0,0.1
51.0,0.3
52.0,0.2
53.0,3.0
54.0,5.61
55.0,46.64
56.0,43.04
57.0,24.02
58.0,3.6
59.0,0.7
61.0,36.23
62.0,0.8
63.0,0.2
65.0,0.5
66.0,0.5
67.0,7.91
68.0,14.51
69.0,43.64
70.0,52.35
71.0,11.71
72.0,0.8
73.0,6.91
74.0,0.4
75.0,0.1
77.0,0.3
78.0,0.1
79.0,0.8
80.0,0.2
81.0,3.0
82.0,18.32
83.0,43.94
84.0,28.93
85.0,7.11
86.0,0.6
87.0,1.3
88.0,0.4
91.0,0.1
93.0,0.1
94.0,0.1
95.0,1.1
96.0,6.41
97.0,33.13
98.0,18.52
99.0,1.6
100.0,0.3
101.0,2.2
102.0,0.5
103.0,0.1
109.0,0.4
110.0,2.8
111.0,21.02
112.0,23.82
113.0,2.2
114.0,0.4
115.0,0.4
116.0,7.21
117.0,0.5
118.0,0.1
123.0,0.1
124.0,0.1
125.0,0.7
126.0,0.2
127.0,0.2
128.0,0.7
129.0,0.4
130.0,0.5
138.0,0.4
139.0,0.2
140.0,10.01
141.0,1.2
142.0,0.3
143.0,0.1
155.0,0.1
156.0,0.1
157.0,0.1
167.0,0.1
185.0,0.2
